variable,description,unit,dimensions,code_variable,in_history,in_analysis,in_daily,in_monthly,in_diurnal,in_yearly,in_tower,glob_id,info_string
DMEAN_QRUNOFF_PY,Daily mean - Surface runoff,W/m2,npolygons,cgrid%dmean_qrunoff,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_QRUNOFF_PY           :11://trim(dail_keys)
DMEAN_QDRAINAGE_PY,Daily mean - Drainage energy loss,W/m2,npolygons,cgrid%dmean_qdrainage,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_QDRAINAGE_PY         :11://trim(dail_keys)
DMEAN_ATM_THEIV_PY,Daily mean - Ice-vapour equiv. pot. temp.: Atmosphere,K,npolygons,cgrid%dmean_atm_theiv,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_THEIV_PY         :11://trim(dail_keys)
DMEAN_ATM_THETA_PY,Daily mean - Potential temperature: Atmosphere,K,npolygons,cgrid%dmean_atm_theta,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_THETA_PY         :11://trim(dail_keys)
DMEAN_ATM_TEMP_PY,Daily mean - Temperature: Atmosphere,K,npolygons,cgrid%dmean_atm_temp,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_TEMP_PY          :11://trim(dail_keys)
DMEAN_ATM_VPDEF_PY,Daily mean - Vapour pressure deficit: Atmosphere,Pa,npolygons,cgrid%dmean_atm_vpdef,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_VPDEF_PY         :11://trim(dail_keys)
DMEAN_ATM_SHV_PY,Daily mean - Specific humidity: Atmosphere,kg/kg,npolygons,cgrid%dmean_atm_shv,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_SHV_PY           :11://trim(dail_keys)
DMEAN_ATM_RSHORT_PY,Daily mean - Shortwave radiation: Atmosphere,W/m2,npolygons,cgrid%dmean_atm_rshort,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_RSHORT_PY        :11://trim(dail_keys)
DMEAN_ATM_RSHORT_DIFF_PY,Daily mean - Diffuse SW radiation: Atmosphere,W/m2,npolygons,cgrid%dmean_atm_rshort_diff,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_RSHORT_DIFF_PY   :11://trim(dail_keys)
DMEAN_ATM_PAR_PY,Daily mean - PAR: Atmosphere,W/m2,npolygons,cgrid%dmean_atm_par,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_PAR_PY           :11://trim(dail_keys)
DMEAN_ATM_PAR_DIFF_PY,Daily mean - Diffuse PAR: Atmosphere,W/m2,npolygons,cgrid%dmean_atm_par_diff,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_PAR_DIFF_PY      :11://trim(dail_keys)
DMEAN_ATM_RLONG_PY,Daily mean - Longwave radiation: Atmosphere,W/m2,npolygons,cgrid%dmean_atm_rlong,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_RLONG_PY         :11://trim(dail_keys)
DMEAN_ATM_VELS_PY,Daily mean - Wind speed: atmosphere,m/s,npolygons,cgrid%dmean_atm_vels,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_VELS_PY          :11://trim(dail_keys)
DMEAN_ATM_RHOS_PY,Daily mean - Air density: Atmosphere,kg/m3,npolygons,cgrid%dmean_atm_rhos,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_RHOS_PY          :11://trim(dail_keys)
DMEAN_ATM_PRSS_PY,Daily mean - Air pressure: Atmosphere,Pa,npolygons,cgrid%dmean_atm_prss,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_PRSS_PY          :11://trim(dail_keys)
DMEAN_ATM_CO2_PY,Daily mean - CO2 mixing ratio: Atmosphere,umol/mol,npolygons,cgrid%dmean_atm_co2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_ATM_CO2_PY           :11://trim(dail_keys)
DMEAN_PCPG_PY,Daily mean - Precipitation rate,kg/m2/s,npolygons,cgrid%dmean_pcpg,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_PCPG_PY              :11://trim(dail_keys)
DMEAN_QPCPG_PY,Daily mean - Energy gain - rain,W/m2,npolygons,cgrid%dmean_qpcpg,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_QPCPG_PY             :11://trim(dail_keys)
DMEAN_DPCPG_PY,Daily mean - Precipitation depth,m,npolygons,cgrid%dmean_dpcpg,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cgrid%pyglob_id,DMEAN_DPCPG_PY             :11://trim(dail_keys)
MMEAN_GPP_PY,Monthly mean - Gross primary productivity,kgC/m2/yr,npolygons,cgrid%mmean_gpp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_GPP_PY               :11://trim(eorq_keys)
MMEAN_NPP_PY,Monthly mean - Net primary productivity,kgC/m2/yr,npolygons,cgrid%mmean_npp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_NPP_PY               :11://trim(eorq_keys)
MMEAN_LEAF_RESP_PY,Monthly mean - Leaf respiration,kgC/m2/yr,npolygons,cgrid%mmean_leaf_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_LEAF_RESP_PY         :11://trim(eorq_keys)
MMEAN_ROOT_RESP_PY,Monthly mean - Root respiration,kgC/m2/yr,npolygons,cgrid%mmean_root_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_ROOT_RESP_PY         :11://trim(eorq_keys)
MMEAN_LEAF_GROWTH_RESP_PY,Monthly mean - Leaf growth respiration,kgC/m2/yr,npolygons,cgrid%mmean_leaf_growth_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_LEAF_GROWTH_RESP_PY  :11://trim(eorq_keys)
MMEAN_ROOT_GROWTH_RESP_PY,Monthly mean - Root growth respiration,kgC/m2/yr,npolygons,cgrid%mmean_root_growth_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_ROOT_GROWTH_RESP_PY  :11://trim(eorq_keys)
MMEAN_SAPA_GROWTH_RESP_PY,Monthly mean - Aboveground sapwood growth respiration,kgC/m2/yr,npolygons,cgrid%mmean_sapa_growth_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_SAPA_GROWTH_RESP_PY  :11://trim(eorq_keys)
MMEAN_SAPB_GROWTH_RESP_PY,Monthly mean - Belowground sapwood growth respiration,kgC/m2/yr,npolygons,cgrid%mmean_sapb_growth_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_SAPB_GROWTH_RESP_PY  :11://trim(eorq_keys)
MMEAN_BARKA_GROWTH_RESP_PY,Monthly mean - Aboveground bark growth respiration,kgC/m2/yr,npolygons,cgrid%mmean_barka_growth_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_BARKA_GROWTH_RESP_PY :11://trim(eorq_keys)
MMEAN_BARKB_GROWTH_RESP_PY,Monthly mean - Belowground bark growth respiration,kgC/m2/yr,npolygons,cgrid%mmean_barkb_growth_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_BARKB_GROWTH_RESP_PY :11://trim(eorq_keys)
MMEAN_LEAF_STORAGE_RESP_PY,Monthly mean - Leaf Storage respiration,kgC/m2/yr,npolygons,cgrid%mmean_leaf_storage_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_LEAF_STORAGE_RESP_PY      :11://trim(eorq_keys)
MMEAN_ROOT_STORAGE_RESP_PY,Monthly mean - Root storage respiration,kgC/m2/yr,npolygons,cgrid%mmean_root_storage_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_ROOT_STORAGE_RESP_PY      :11://trim(eorq_keys)
MMEAN_SAPA_STORAGE_RESP_PY,Monthly mean - Aboveground Sapwood storage respiration,kgC/m2/yr,npolygons,cgrid%mmean_sapa_storage_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_SAPA_STORAGE_RESP_PY      :11://trim(eorq_keys)
MMEAN_SAPB_STORAGE_RESP_PY,Monthly mean - Belowground Sapwood Storage respiration,kgC/m2/yr,npolygons,cgrid%mmean_sapb_storage_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_SAPB_STORAGE_RESP_PY      :11://trim(eorq_keys)
MMEAN_BARKA_STORAGE_RESP_PY,Monthly mean - Aboveground bark Storage respiration,kgC/m2/yr,npolygons,cgrid%mmean_barka_storage_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_BARKA_STORAGE_RESP_PY     :11://trim(eorq_keys)
MMEAN_BARKB_STORAGE_RESP_PY,Monthly mean - Belowground bark Storage respiration,kgC/m2/yr,npolygons,cgrid%mmean_barkb_storage_resp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_BARKB_STORAGE_RESP_PY     :11://trim(eorq_keys)
MMEAN_PLRESP_PY,Monthly mean - Plant respiration,kgC/m2/yr,npolygons,cgrid%mmean_plresp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_PLRESP_PY            :11://trim(eorq_keys)
MMEAN_LEAF_ENERGY_PY,Monthly mean - Leaf internal energy,J/m2,npolygons,cgrid%mmean_leaf_energy,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_LEAF_ENERGY_PY       :11://trim(eorq_keys)
MMEAN_LEAF_WATER_PY,Monthly mean - Leaf surface water,kg/m2,npolygons,cgrid%mmean_leaf_water,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_LEAF_WATER_PY        :11://trim(eorq_keys)
MMEAN_LEAF_WATER_IM2_PY,Monthly mean - Leaf internal water,kg/m2,npolygons,cgrid%mmean_leaf_water_im2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_LEAF_WATER_IM2_PY    :11://trim(eorq_keys)
MMEAN_LEAF_HCAP_PY,Monthly mean - Leaf heat capacity,J/m2/K,npolygons,cgrid%mmean_leaf_hcap,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_LEAF_HCAP_PY         :11://trim(eorq_keys)
MMEAN_LEAF_VPDEF_PY,Monthly mean - Leaf vapour pressure deficit,Pa,npolygons,cgrid%mmean_leaf_vpdef,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_LEAF_VPDEF_PY        :11://trim(eorq_keys)
MMEAN_LEAF_TEMP_PY,Monthly mean - Leaf temperature,K,npolygons,cgrid%mmean_leaf_temp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_LEAF_TEMP_PY         :11://trim(eorq_keys)
MMEAN_LEAF_FLIQ_PY,Monthly mean - Liquid fraction,NA,npolygons,cgrid%mmean_leaf_fliq,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_LEAF_FLIQ_PY         :11://trim(eorq_keys)
MMEAN_LEAF_GSW_PY,Monthly mean - Stomatal conductance,kg/m2leaf/s,npolygons,cgrid%mmean_leaf_gsw,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_LEAF_GSW_PY          :11://trim(eorq_keys)
MMEAN_LEAF_GBW_PY,Monthly mean - Leaf boundary layer conductance,kg/m2leaf/s,npolygons,cgrid%mmean_leaf_gbw,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_LEAF_GBW_PY          :11://trim(eorq_keys)
MMEAN_WOOD_ENERGY_PY,Monthly mean - Wood internal energy,J/m2,npolygons,cgrid%mmean_wood_energy,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_WOOD_ENERGY_PY       :11://trim(eorq_keys)
MMEAN_WOOD_WATER_PY,Monthly mean - Wood surface water,kg/m2,npolygons,cgrid%mmean_wood_water,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_WOOD_WATER_PY        :11://trim(eorq_keys)
MMEAN_WOOD_WATER_IM2_PY,Monthly mean - Wood internal water,kg/m2,npolygons,cgrid%mmean_wood_water_im2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_WOOD_WATER_IM2_PY    :11://trim(eorq_keys)
MMEAN_WOOD_HCAP_PY,Monthly mean - Wood heat capacity,J/m2/K,npolygons,cgrid%mmean_wood_hcap,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_WOOD_HCAP_PY         :11://trim(eorq_keys)
MMEAN_WOOD_TEMP_PY,Monthly mean - Wood temperature,K,npolygons,cgrid%mmean_wood_temp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_WOOD_TEMP_PY         :11://trim(eorq_keys)
MMEAN_WOOD_FLIQ_PY,Monthly mean - Liquid fraction,NA,npolygons,cgrid%mmean_wood_fliq,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_WOOD_FLIQ_PY         :11://trim(eorq_keys)
MMEAN_WOOD_GBW_PY,Monthly mean - Wood boundary layer conductance,kg/m2wood/s,npolygons,cgrid%mmean_wood_gbw,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_WOOD_GBW_PY          :11://trim(eorq_keys)
MMEAN_FS_OPEN_PY,Monthly mean - Net stress factor,NA,npolygons,cgrid%mmean_fs_open,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_FS_OPEN_PY           :11://trim(eorq_keys)
MMEAN_FSW_PY,Monthly mean - Moisture stress,NA,npolygons,cgrid%mmean_fsw,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_FSW_PY               :11://trim(eorq_keys)
MMEAN_FSN_PY,Monthly mean - Nitrogen stress,NA,npolygons,cgrid%mmean_fsn,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_FSN_PY               :11://trim(eorq_keys)
MMEAN_A_OPEN_PY,Monthly mean - Assimilation rate (no soil moist. stress),umol/m2/s,npolygons,cgrid%mmean_a_open,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_A_OPEN_PY          :11://trim(eorq_keys)
MMEAN_A_CLOSED_PY,Monthly mean - Minimum assimilation rate,umol/m2/s,npolygons,cgrid%mmean_a_closed,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_A_CLOSED_PY        :11://trim(eorq_keys)
MMEAN_A_NET_PY,Monthly mean - Actual assimilation rate,umol/m2/s,npolygons,cgrid%mmean_a_net,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_A_NET_PY          :11://trim(eorq_keys)
MMEAN_A_LIGHT_PY,Monthly mean - Light-limited assimilation rate,umol/m2/s,npolygons,cgrid%mmean_a_light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_A_LIGHT_PY          :11://trim(eorq_keys)
MMEAN_A_RUBP_PY,Monthly mean - RuBP-limited assimilation rate,umol/m2/s,npolygons,cgrid%mmean_a_rubp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_A_RUBP_PY          :11://trim(eorq_keys)
MMEAN_A_CO2_PY,Monthly mean - CO2-limited assimilation rate,umol/m2/s,npolygons,cgrid%mmean_a_co2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_A_CO2_PY          :11://trim(eorq_keys)
MMEAN_PSI_OPEN_PY,Monthly mean - Transpiration with no stress,kg/m2/s,npolygons,cgrid%mmean_psi_open,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_PSI_OPEN_PY          :11://trim(eorq_keys)
MMEAN_PSI_CLOSED_PY,Monthly mean - Transpiration at maximum stress,kg/m2/s,npolygons,cgrid%mmean_psi_closed,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_PSI_CLOSED_PY        :11://trim(eorq_keys)
MMEAN_WATER_SUPPLY_PY,Monthly mean - Water supply,kg/m2/s,npolygons,cgrid%mmean_water_supply,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_WATER_SUPPLY_PY      :11://trim(eorq_keys)
MMEAN_PAR_L_PY,Monthly mean - PAR absorbed by leaves,W/m2,npolygons,cgrid%mmean_par_l,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_PAR_L_PY             :11://trim(eorq_keys)
MMEAN_PAR_L_BEAM_PY,Monthly mean - Direct PAR absorbed by leaves,W/m2,npolygons,cgrid%mmean_par_l_beam,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_PAR_L_BEAM_PY        :11://trim(eorq_keys)
MMEAN_PAR_L_DIFF_PY,Monthly mean - Diffuse PAR absorbed by leaves,W/m2,npolygons,cgrid%mmean_par_l_diff,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_PAR_L_DIFF_PY        :11://trim(eorq_keys)
MMEAN_RSHORT_L_PY,Monthly mean - Shortwave radiation absorbed by leaves,W/m2,npolygons,cgrid%mmean_rshort_l,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_RSHORT_L_PY          :11://trim(eorq_keys)
MMEAN_RLONG_L_PY,Monthly mean - Longwave radiation absorbed by leaves,W/m2,npolygons,cgrid%mmean_rlong_l,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_RLONG_L_PY           :11://trim(eorq_keys)
MMEAN_SENSIBLE_LC_PY,Monthly mean - Sensible heat,W/m2,npolygons,cgrid%mmean_sensible_lc,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_SENSIBLE_LC_PY       :11://trim(eorq_keys)
MMEAN_VAPOR_LC_PY,Monthly mean - Leaf evaporation,kg/m2/s,npolygons,cgrid%mmean_vapor_lc,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_VAPOR_LC_PY          :11://trim(eorq_keys)
MMEAN_TRANSP_PY,Monthly mean - Leaf transpiration,kg/m2/s,npolygons,cgrid%mmean_transp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_TRANSP_PY            :11://trim(eorq_keys)
MMEAN_WFLUX_WL_PY,Monthly mean - Internal water flux (wood-leaf),kg/m2/s,npolygons,cgrid%mmean_wflux_wl,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_WFLUX_WL_PY          :11://trim(eorq_keys)
MMEAN_WFLUX_GW_PY,Monthly mean - Water flux (ground-wood),kg/m2/s,npolygons,cgrid%mmean_wflux_gw,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_WFLUX_GW_PY          :11://trim(eorq_keys)
MMEAN_INTERCEPTED_AL_PY,Monthly mean - Leaf interception,kg/m2/s,npolygons,cgrid%mmean_intercepted_al,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_INTERCEPTED_AL_PY    :11://trim(eorq_keys)
MMEAN_WSHED_LG_PY,Monthly mean - Leaf shedding,kg/m2/s,npolygons,cgrid%mmean_wshed_lg,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_WSHED_LG_PY          :11://trim(eorq_keys)
MMEAN_RSHORT_W_PY,Monthly mean - Shortwave radiation absorbed by wood,W/m2,npolygons,cgrid%mmean_rshort_w,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_RSHORT_W_PY          :11://trim(eorq_keys)
MMEAN_RLONG_W_PY,Monthly mean - Longwave radiation absorbed by wood,W/m2,npolygons,cgrid%mmean_rlong_w,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_RLONG_W_PY           :11://trim(eorq_keys)
MMEAN_SENSIBLE_WC_PY,Monthly mean - Sensible heat,W/m2,npolygons,cgrid%mmean_sensible_wc,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_SENSIBLE_WC_PY       :11://trim(eorq_keys)
MMEAN_VAPOR_WC_PY,Monthly mean - Wood evaporation,kg/m2/s,npolygons,cgrid%mmean_vapor_wc,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_VAPOR_WC_PY          :11://trim(eorq_keys)
MMEAN_INTERCEPTED_AW_PY,Monthly mean - Wood interception,kg/m2/s,npolygons,cgrid%mmean_intercepted_aw,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_INTERCEPTED_AW_PY    :11://trim(eorq_keys)
MMEAN_WSHED_WG_PY,Monthly mean - Wood shedding,kg/m2/s,npolygons,cgrid%mmean_wshed_wg,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_WSHED_WG_PY          :11://trim(eorq_keys)
MMEAN_RH_PY,Monthly mean - Heterotrophic respiration,kg/m2/yr,npolygons,cgrid%mmean_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_RH_PY                :11://trim(eorq_keys)
MMEAN_FGC_RH_PY,Monthly mean - Fast ground carbon (litter) respiration,kg/m2/yr,npolygons,cgrid%mmean_fgc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_FGC_RH_PY            :11://trim(eorq_keys)
MMEAN_FSC_RH_PY,Monthly mean - Fast soil carbon (litter) respiration,kg/m2/yr,npolygons,cgrid%mmean_fsc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_FSC_RH_PY            :11://trim(eorq_keys)
MMEAN_STGC_RH_PY,Monthly mean - Struct. ground carbon (w.debr.) respiration,kg/m2/yr,npolygons,cgrid%mmean_stgc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_STGC_RH_PY            :11://trim(eorq_keys)
MMEAN_STSC_RH_PY,Monthly mean - Struct. soil carbon (w.debr.) respiration,kg/m2/yr,npolygons,cgrid%mmean_stsc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_STSC_RH_PY            :11://trim(eorq_keys)
MMEAN_MSC_RH_PY,Monthly mean - Microbial soil carbon respiration,kg/m2/yr,npolygons,cgrid%mmean_msc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_MSC_RH_PY            :11://trim(eorq_keys)
MMEAN_SSC_RH_PY,Monthly mean - Slow (humified) soil carbon respiration,kg/m2/yr,npolygons,cgrid%mmean_ssc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_SSC_RH_PY            :11://trim(eorq_keys)
MMEAN_PSC_RH_PY,Monthly mean - Passive soil carbon respiration,kg/m2/yr,npolygons,cgrid%mmean_psc_rh,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_PSC_RH_PY            :11://trim(eorq_keys)
MMEAN_NEP_PY,Monthly mean - Net Ecosystem productivity,kg/m2/yr,npolygons,cgrid%mmean_nep,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_NEP_PY               :11://trim(eorq_keys)
MMEAN_RK4STEP_PY,Monthly mean - RK4 time step,s,npolygons,cgrid%mmean_rk4step,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_RK4STEP_PY           :11://trim(eorq_keys)
MMEAN_AVAILABLE_WATER_PY,Monthly mean - Available water,kg/m2,npolygons,cgrid%mmean_available_water,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_AVAILABLE_WATER_PY   :11://trim(eorq_keys)
MMEAN_VEG_DISPLACE_PY,Monthly mean - Vegetation Displacement Height,m,npolygons,cgrid%mmean_veg_displace,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_VEG_DISPLACE_PY    :11://trim(eorq_keys)
MMEAN_ROUGH_PY,Monthly mean - Roughness Height,m,npolygons,cgrid%mmean_rough,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_ROUGH_PY    :11://trim(eorq_keys)
MMEAN_CAN_THEIV_PY,Monthly mean - Ice-vapour equiv. pot. temperature - CAS,K,npolygons,cgrid%mmean_can_theiv,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_CAN_THEIV_PY         :11://trim(eorq_keys)
MMEAN_CAN_THETA_PY,Monthly mean - Potential temperature - CAS,K,npolygons,cgrid%mmean_can_theta,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,cgrid%pyglob_id,MMEAN_CAN_THETA_PY         :11://trim(eorq_keys)
